,initial_possession
Adrián,0
Georginio Wijnaldum,19
Mohamed Salah,12
Leighton Clarkson,0
Alisson Becker,17
Caoimhín Kelleher,0
Liam Hughes,0
Fabinho,30
Takumi Minamino,0
Andy Robertson,30
Billy Koumetio,0
Joe Gomez,0
Ben Davies,0
Kostas Tsimikas,0
Curtis Jones,10
Joël Matip,0
Virgil van Dijk,0
Ben Woodburn,0
Xherdan Shaqiri,0
Ozan Kabak,27
Neco Williams,0
Roberto Firmino,18
Sadio Mané,17
Thiago Alcântara,23
Divock Origi,0
Rhys Williams,0
Naby Keïta,0
Nathaniel Phillips,0
Jordan Henderson,0
Trent Alexander-Arnold,35
Diogo Jota,3
Alex Oxlade-Chamberlain,10
Jake Cain,0
James Milner,7
Jakub Ojrzynski,0
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
