,initial_possession
Rúnar Rúnarsson,0
Willian,9
Emile Smith Rowe,0
Mathew Ryan,0
Martin Ødegaard,0
Granit Xhaka,0
Mohamed Elneny,22
Reiss Nelson,0
Shkodran Mustafi,3
Alexandre Lacazette,21
Ainsley Maitland-Niles,1
David Luiz,0
Thomas Partey,35
Kieran Tierney,26
Dani Ceballos,0
Cédric Soares,0
Joe Willock,0
Matt Macey,0
Gabriel Martinelli,0
Bukayo Saka,23
Pablo Marí,0
Nicolas Pépé,0
Pierre-Emerick Aubameyang,14
Eddie Nketiah,8
Héctor Bellerín,19
Gabriel Magalhães,28
Sead Kolasinac,0
Miguel Azeez,0
Bernd Leno,9
Calum Chambers,0
Rob Holding,23
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
