,initial_possession
Jensen Weir,0
Ben White,25
Neal Maupay,30
Mathew Ryan,9
Alexis Mac Allister,0
Adam Lallana,27
Jayson Molumby,0
Christian Walton,0
Adam Webster,14
Solly March,44
Lewis Dunk,27
Reda Khadra,0
Aaron Connolly,8
Jason Steele,0
Bernardo,0
Steven Alzate,26
Davy Pröpper,0
Leandro Trossard,19
Percy Tau,0
Tom McGill,0
José Izquierdo,0
Pascal Groß,7
Teddy Jenks,0
Dan Burn,0
Alireza Jahanbakhsh,8
Michal Karbownik,0
Florin Andone,0
Jakub Moder,0
Danny Welbeck,0
Robert Sánchez,0
Max Sanders,0
Dale Stephens,0
Moisés Caicedo,0
Andi Zeqiri,0
Tariq Lamptey,21
Yves Bissouma,0
Joël Veltman,0
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
