,initial_possession
Rúnar Rúnarsson,0
Willian,17
Emile Smith Rowe,0
Mathew Ryan,0
Martin Ødegaard,0
Granit Xhaka,27
Mohamed Elneny,0
Reiss Nelson,0
Shkodran Mustafi,0
Alexandre Lacazette,13
Ainsley Maitland-Niles,0
David Luiz,1
Thomas Partey,0
Kieran Tierney,0
Dani Ceballos,39
Cédric Soares,0
Joe Willock,0
Matt Macey,0
Gabriel Martinelli,0
Bukayo Saka,26
Pablo Marí,0
Nicolas Pépé,9
Pierre-Emerick Aubameyang,14
Eddie Nketiah,3
Héctor Bellerín,27
Gabriel Magalhães,31
Sead Kolasinac,18
Miguel Azeez,0
Bernd Leno,15
Calum Chambers,0
Rob Holding,24
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
