,initial_possession
Rúnar Rúnarsson,0
Willian,18
Emile Smith Rowe,0
Mathew Ryan,0
Martin Ødegaard,0
Granit Xhaka,38
Mohamed Elneny,0
Reiss Nelson,0
Shkodran Mustafi,0
Alexandre Lacazette,30
Ainsley Maitland-Niles,0
David Luiz,0
Thomas Partey,26
Kieran Tierney,32
Dani Ceballos,10
Cédric Soares,0
Joe Willock,0
Matt Macey,0
Gabriel Martinelli,0
Bukayo Saka,30
Pablo Marí,0
Nicolas Pépé,0
Pierre-Emerick Aubameyang,7
Eddie Nketiah,7
Héctor Bellerín,29
Gabriel Magalhães,21
Sead Kolasinac,0
Miguel Azeez,0
Bernd Leno,8
Calum Chambers,0
Rob Holding,30
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
