,initial_possession
Rúnar Rúnarsson,0
Willian,0
Emile Smith Rowe,0
Mathew Ryan,0
Martin Ødegaard,0
Granit Xhaka,0
Mohamed Elneny,18
Reiss Nelson,0
Shkodran Mustafi,0
Alexandre Lacazette,0
Ainsley Maitland-Niles,41
David Luiz,6
Thomas Partey,0
Kieran Tierney,22
Dani Ceballos,18
Cédric Soares,1
Joe Willock,8
Matt Macey,0
Gabriel Martinelli,0
Bukayo Saka,19
Pablo Marí,0
Nicolas Pépé,16
Pierre-Emerick Aubameyang,16
Eddie Nketiah,14
Héctor Bellerín,0
Gabriel Magalhães,29
Sead Kolasinac,0
Miguel Azeez,0
Bernd Leno,18
Calum Chambers,0
Rob Holding,27
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
