,initial_possession
Rúnar Rúnarsson,0
Willian,15
Emile Smith Rowe,4
Mathew Ryan,0
Martin Ødegaard,0
Granit Xhaka,0
Mohamed Elneny,21
Reiss Nelson,0
Shkodran Mustafi,0
Alexandre Lacazette,6
Ainsley Maitland-Niles,0
David Luiz,0
Thomas Partey,3
Kieran Tierney,12
Dani Ceballos,21
Cédric Soares,0
Joe Willock,0
Matt Macey,0
Gabriel Martinelli,14
Bukayo Saka,22
Pablo Marí,0
Nicolas Pépé,16
Pierre-Emerick Aubameyang,0
Eddie Nketiah,0
Héctor Bellerín,0
Gabriel Magalhães,26
Sead Kolasinac,0
Miguel Azeez,0
Bernd Leno,22
Calum Chambers,37
Rob Holding,20
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
