,initial_possession
Rúnar Rúnarsson,0
Willian,0
Emile Smith Rowe,0
Mathew Ryan,0
Martin Ødegaard,10
Granit Xhaka,0
Mohamed Elneny,7
Reiss Nelson,0
Shkodran Mustafi,0
Alexandre Lacazette,26
Ainsley Maitland-Niles,0
David Luiz,0
Thomas Partey,27
Kieran Tierney,15
Dani Ceballos,22
Cédric Soares,14
Joe Willock,0
Matt Macey,0
Gabriel Martinelli,7
Bukayo Saka,0
Pablo Marí,0
Nicolas Pépé,16
Pierre-Emerick Aubameyang,15
Eddie Nketiah,0
Héctor Bellerín,0
Gabriel Magalhães,20
Sead Kolasinac,0
Miguel Azeez,0
Bernd Leno,18
Calum Chambers,41
Rob Holding,27
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
