,initial_possession
Jensen Weir,0
Ben White,17
Neal Maupay,14
Mathew Ryan,0
Alexis Mac Allister,0
Adam Lallana,5
Jayson Molumby,0
Christian Walton,0
Adam Webster,32
Solly March,19
Lewis Dunk,30
Reda Khadra,0
Aaron Connolly,3
Jason Steele,0
Bernardo,0
Steven Alzate,29
Davy Pröpper,0
Leandro Trossard,14
Percy Tau,0
Tom McGill,0
José Izquierdo,0
Pascal Groß,20
Teddy Jenks,0
Dan Burn,38
Alireza Jahanbakhsh,0
Michal Karbownik,0
Florin Andone,0
Jakub Moder,0
Danny Welbeck,0
Robert Sánchez,22
Max Sanders,0
Dale Stephens,0
Moisés Caicedo,0
Andi Zeqiri,1
Tariq Lamptey,0
Yves Bissouma,26
Joël Veltman,0
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
