,initial_possession
Adrián,0
Georginio Wijnaldum,26
Mohamed Salah,10
Leighton Clarkson,0
Alisson Becker,15
Caoimhín Kelleher,0
Liam Hughes,0
Fabinho,0
Takumi Minamino,0
Andy Robertson,22
Billy Koumetio,0
Joe Gomez,0
Ben Davies,0
Kostas Tsimikas,0
Curtis Jones,9
Joël Matip,26
Virgil van Dijk,0
Ben Woodburn,0
Xherdan Shaqiri,0
Ozan Kabak,0
Neco Williams,0
Roberto Firmino,17
Sadio Mané,19
Thiago Alcântara,23
Divock Origi,3
Rhys Williams,0
Naby Keïta,0
Nathaniel Phillips,12
Jordan Henderson,20
Trent Alexander-Arnold,31
Diogo Jota,0
Alex Oxlade-Chamberlain,0
Jake Cain,0
James Milner,21
Jakub Ojrzynski,0
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
