,initial_possession
Jensen Weir,0
Ben White,28
Neal Maupay,15
Mathew Ryan,16
Alexis Mac Allister,9
Adam Lallana,10
Jayson Molumby,0
Christian Walton,0
Adam Webster,24
Solly March,23
Lewis Dunk,0
Reda Khadra,0
Aaron Connolly,0
Jason Steele,0
Bernardo,0
Steven Alzate,2
Davy Pröpper,0
Leandro Trossard,14
Percy Tau,0
Tom McGill,0
José Izquierdo,0
Pascal Groß,7
Teddy Jenks,0
Dan Burn,35
Alireza Jahanbakhsh,0
Michal Karbownik,0
Florin Andone,0
Jakub Moder,0
Danny Welbeck,0
Robert Sánchez,0
Max Sanders,0
Dale Stephens,0
Moisés Caicedo,0
Andi Zeqiri,0
Tariq Lamptey,36
Yves Bissouma,22
Joël Veltman,26
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
