,initial_possession
Adrián,0
Georginio Wijnaldum,3
Mohamed Salah,5
Leighton Clarkson,0
Alisson Becker,17
Caoimhín Kelleher,0
Liam Hughes,0
Fabinho,29
Takumi Minamino,0
Andy Robertson,34
Billy Koumetio,0
Joe Gomez,0
Ben Davies,0
Kostas Tsimikas,0
Curtis Jones,11
Joël Matip,0
Virgil van Dijk,0
Ben Woodburn,0
Xherdan Shaqiri,9
Ozan Kabak,0
Neco Williams,0
Roberto Firmino,22
Sadio Mané,23
Thiago Alcântara,31
Divock Origi,0
Rhys Williams,30
Naby Keïta,0
Nathaniel Phillips,45
Jordan Henderson,0
Trent Alexander-Arnold,33
Diogo Jota,0
Alex Oxlade-Chamberlain,0
Jake Cain,0
James Milner,0
Jakub Ojrzynski,0
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
