,initial_possession
Rúnar Rúnarsson,0
Willian,13
Emile Smith Rowe,19
Mathew Ryan,0
Martin Ødegaard,0
Granit Xhaka,18
Mohamed Elneny,0
Reiss Nelson,0
Shkodran Mustafi,0
Alexandre Lacazette,15
Ainsley Maitland-Niles,0
David Luiz,22
Thomas Partey,21
Kieran Tierney,0
Dani Ceballos,0
Cédric Soares,22
Joe Willock,0
Matt Macey,0
Gabriel Martinelli,12
Bukayo Saka,0
Pablo Marí,0
Nicolas Pépé,27
Pierre-Emerick Aubameyang,0
Eddie Nketiah,0
Héctor Bellerín,28
Gabriel Magalhães,0
Sead Kolasinac,0
Miguel Azeez,0
Bernd Leno,16
Calum Chambers,0
Rob Holding,28
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
