,Adrián,Georginio Wijnaldum,Mohamed Salah,Leighton Clarkson,Alisson Becker,Caoimhín Kelleher,Liam Hughes,Fabinho,Takumi Minamino,Andy Robertson,Billy Koumetio,Joe Gomez,Ben Davies,Kostas Tsimikas,Curtis Jones,Joël Matip,Virgil van Dijk,Ben Woodburn,Xherdan Shaqiri,Ozan Kabak,Neco Williams,Roberto Firmino,Sadio Mané,Thiago Alcântara,Divock Origi,Rhys Williams,Naby Keïta,Nathaniel Phillips,Jordan Henderson,Trent Alexander-Arnold,Diogo Jota,Alex Oxlade-Chamberlain,Jake Cain,James Milner,Jakub Ojrzynski,Successful,Unsuccessful,Unsuccessful Pass
Billy Koumetio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joe Gomez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ben Davies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kostas Tsimikas,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,3
Curtis Jones,0,6,3,0,3,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,4,3,6,0,0,0,0,6,4,0,0,0,0,0,0,2,4
Joël Matip,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Virgil van Dijk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ben Woodburn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Xherdan Shaqiri,0,1,1,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,3
Ozan Kabak,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neco Williams,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roberto Firmino,0,9,3,0,0,0,0,1,0,3,0,0,0,0,3,0,0,0,2,0,0,0,4,5,0,0,0,0,2,4,0,0,0,0,0,0,1,6
Sadio Mané,0,4,2,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,2,4,0,0,0,2,0,0,2,5
Thiago Alcântara,0,15,1,0,1,0,0,6,0,8,0,0,0,0,9,0,0,0,0,0,0,5,0,0,0,0,0,0,2,4,0,0,0,0,0,0,1,6
Divock Origi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rhys Williams,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Naby Keïta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nathaniel Phillips,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordan Henderson,0,2,0,0,13,0,0,33,0,13,0,0,0,5,5,0,0,0,1,0,0,3,5,6,0,0,0,0,0,5,0,0,0,5,0,0,0,11
Trent Alexander-Arnold,0,3,8,0,3,0,0,13,0,1,0,0,0,1,4,0,0,0,3,0,0,6,3,6,0,0,0,0,1,1,0,0,0,1,0,0,0,18
Diogo Jota,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alex Oxlade-Chamberlain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jake Cain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James Milner,0,0,1,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,4
Jakub Ojrzynski,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Successful,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unsuccessful,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unsuccessful Pass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
