,initial_possession
Adrián,0
Georginio Wijnaldum,21
Mohamed Salah,10
Leighton Clarkson,0
Alisson Becker,17
Caoimhín Kelleher,0
Liam Hughes,0
Fabinho,0
Takumi Minamino,0
Andy Robertson,38
Billy Koumetio,0
Joe Gomez,0
Ben Davies,0
Kostas Tsimikas,0
Curtis Jones,23
Joël Matip,0
Virgil van Dijk,0
Ben Woodburn,0
Xherdan Shaqiri,2
Ozan Kabak,23
Neco Williams,0
Roberto Firmino,20
Sadio Mané,24
Thiago Alcântara,29
Divock Origi,0
Rhys Williams,0
Naby Keïta,0
Nathaniel Phillips,0
Jordan Henderson,35
Trent Alexander-Arnold,62
Diogo Jota,0
Alex Oxlade-Chamberlain,3
Jake Cain,0
James Milner,6
Jakub Ojrzynski,0
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
