,initial_possession
Jensen Weir,0
Ben White,32
Neal Maupay,12
Mathew Ryan,14
Alexis Mac Allister,0
Adam Lallana,15
Jayson Molumby,0
Christian Walton,0
Adam Webster,25
Solly March,0
Lewis Dunk,0
Reda Khadra,0
Aaron Connolly,1
Jason Steele,0
Bernardo,0
Steven Alzate,0
Davy Pröpper,0
Leandro Trossard,0
Percy Tau,0
Tom McGill,0
José Izquierdo,0
Pascal Groß,17
Teddy Jenks,0
Dan Burn,43
Alireza Jahanbakhsh,2
Michal Karbownik,0
Florin Andone,0
Jakub Moder,0
Danny Welbeck,22
Robert Sánchez,0
Max Sanders,0
Dale Stephens,0
Moisés Caicedo,0
Andi Zeqiri,0
Tariq Lamptey,24
Yves Bissouma,31
Joël Veltman,28
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
