,initial_possession
Jensen Weir,0
Ben White,14
Neal Maupay,18
Mathew Ryan,0
Alexis Mac Allister,13
Adam Lallana,10
Jayson Molumby,0
Christian Walton,0
Adam Webster,0
Solly March,0
Lewis Dunk,24
Reda Khadra,0
Aaron Connolly,0
Jason Steele,0
Bernardo,0
Steven Alzate,9
Davy Pröpper,0
Leandro Trossard,21
Percy Tau,0
Tom McGill,0
José Izquierdo,0
Pascal Groß,15
Teddy Jenks,0
Dan Burn,54
Alireza Jahanbakhsh,3
Michal Karbownik,0
Florin Andone,0
Jakub Moder,0
Danny Welbeck,6
Robert Sánchez,4
Max Sanders,0
Dale Stephens,0
Moisés Caicedo,0
Andi Zeqiri,0
Tariq Lamptey,0
Yves Bissouma,32
Joël Veltman,44
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
