,initial_possession
Jensen Weir,0
Ben White,15
Neal Maupay,19
Mathew Ryan,0
Alexis Mac Allister,21
Adam Lallana,25
Jayson Molumby,0
Christian Walton,0
Adam Webster,0
Solly March,0
Lewis Dunk,24
Reda Khadra,0
Aaron Connolly,0
Jason Steele,0
Bernardo,0
Steven Alzate,5
Davy Pröpper,0
Leandro Trossard,16
Percy Tau,0
Tom McGill,0
José Izquierdo,0
Pascal Groß,21
Teddy Jenks,0
Dan Burn,59
Alireza Jahanbakhsh,0
Michal Karbownik,0
Florin Andone,0
Jakub Moder,0
Danny Welbeck,4
Robert Sánchez,24
Max Sanders,0
Dale Stephens,0
Moisés Caicedo,0
Andi Zeqiri,0
Tariq Lamptey,0
Yves Bissouma,26
Joël Veltman,35
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
