,initial_possession
Rúnar Rúnarsson,0
Willian,0
Emile Smith Rowe,7
Mathew Ryan,0
Martin Ødegaard,9
Granit Xhaka,0
Mohamed Elneny,19
Reiss Nelson,0
Shkodran Mustafi,0
Alexandre Lacazette,5
Ainsley Maitland-Niles,0
David Luiz,0
Thomas Partey,23
Kieran Tierney,30
Dani Ceballos,0
Cédric Soares,0
Joe Willock,0
Matt Macey,0
Gabriel Martinelli,0
Bukayo Saka,16
Pablo Marí,21
Nicolas Pépé,0
Pierre-Emerick Aubameyang,14
Eddie Nketiah,0
Héctor Bellerín,4
Gabriel Magalhães,24
Sead Kolasinac,0
Miguel Azeez,0
Bernd Leno,25
Calum Chambers,9
Rob Holding,36
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
