,initial_possession
Rúnar Rúnarsson,0
Willian,0
Emile Smith Rowe,11
Mathew Ryan,0
Martin Ødegaard,0
Granit Xhaka,32
Mohamed Elneny,30
Reiss Nelson,0
Shkodran Mustafi,0
Alexandre Lacazette,24
Ainsley Maitland-Niles,0
David Luiz,0
Thomas Partey,0
Kieran Tierney,32
Dani Ceballos,0
Cédric Soares,0
Joe Willock,10
Matt Macey,0
Gabriel Martinelli,18
Bukayo Saka,25
Pablo Marí,29
Nicolas Pépé,8
Pierre-Emerick Aubameyang,0
Eddie Nketiah,0
Héctor Bellerín,35
Gabriel Magalhães,0
Sead Kolasinac,0
Miguel Azeez,0
Bernd Leno,21
Calum Chambers,0
Rob Holding,31
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
