,initial_possession
Adrián,0
Georginio Wijnaldum,35
Mohamed Salah,12
Leighton Clarkson,0
Alisson Becker,13
Caoimhín Kelleher,0
Liam Hughes,0
Fabinho,42
Takumi Minamino,0
Andy Robertson,38
Billy Koumetio,0
Joe Gomez,0
Ben Davies,0
Kostas Tsimikas,0
Curtis Jones,21
Joël Matip,20
Virgil van Dijk,0
Ben Woodburn,0
Xherdan Shaqiri,0
Ozan Kabak,0
Neco Williams,0
Roberto Firmino,17
Sadio Mané,15
Thiago Alcântara,0
Divock Origi,0
Rhys Williams,17
Naby Keïta,0
Nathaniel Phillips,0
Jordan Henderson,22
Trent Alexander-Arnold,19
Diogo Jota,0
Alex Oxlade-Chamberlain,6
Jake Cain,0
James Milner,0
Jakub Ojrzynski,0
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
