,initial_possession
Adrián,0
Georginio Wijnaldum,9
Mohamed Salah,13
Leighton Clarkson,0
Alisson Becker,22
Caoimhín Kelleher,0
Liam Hughes,0
Fabinho,8
Takumi Minamino,0
Andy Robertson,28
Billy Koumetio,0
Joe Gomez,0
Ben Davies,0
Kostas Tsimikas,0
Curtis Jones,0
Joël Matip,0
Virgil van Dijk,0
Ben Woodburn,0
Xherdan Shaqiri,20
Ozan Kabak,0
Neco Williams,30
Roberto Firmino,0
Sadio Mané,3
Thiago Alcântara,0
Divock Origi,0
Rhys Williams,25
Naby Keïta,29
Nathaniel Phillips,45
Jordan Henderson,0
Trent Alexander-Arnold,5
Diogo Jota,18
Alex Oxlade-Chamberlain,0
Jake Cain,0
James Milner,33
Jakub Ojrzynski,0
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
