,initial_possession
Adrián,0
Georginio Wijnaldum,21
Mohamed Salah,19
Leighton Clarkson,0
Alisson Becker,20
Caoimhín Kelleher,0
Liam Hughes,0
Fabinho,23
Takumi Minamino,0
Andy Robertson,28
Billy Koumetio,0
Joe Gomez,0
Ben Davies,0
Kostas Tsimikas,0
Curtis Jones,0
Joël Matip,0
Virgil van Dijk,0
Ben Woodburn,0
Xherdan Shaqiri,1
Ozan Kabak,25
Neco Williams,0
Roberto Firmino,15
Sadio Mané,3
Thiago Alcântara,6
Divock Origi,0
Rhys Williams,0
Naby Keïta,0
Nathaniel Phillips,45
Jordan Henderson,0
Trent Alexander-Arnold,38
Diogo Jota,21
Alex Oxlade-Chamberlain,0
Jake Cain,0
James Milner,39
Jakub Ojrzynski,0
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
