,initial_possession
Adrián,0
Georginio Wijnaldum,11
Mohamed Salah,11
Leighton Clarkson,0
Alisson Becker,21
Caoimhín Kelleher,0
Liam Hughes,0
Fabinho,29
Takumi Minamino,0
Andy Robertson,39
Billy Koumetio,0
Joe Gomez,0
Ben Davies,0
Kostas Tsimikas,0
Curtis Jones,2
Joël Matip,0
Virgil van Dijk,0
Ben Woodburn,0
Xherdan Shaqiri,0
Ozan Kabak,35
Neco Williams,0
Roberto Firmino,15
Sadio Mané,18
Thiago Alcântara,17
Divock Origi,0
Rhys Williams,0
Naby Keïta,0
Nathaniel Phillips,0
Jordan Henderson,0
Trent Alexander-Arnold,24
Diogo Jota,14
Alex Oxlade-Chamberlain,0
Jake Cain,0
James Milner,12
Jakub Ojrzynski,0
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
