,initial_possession
Rúnar Rúnarsson,0
Willian,1
Emile Smith Rowe,0
Mathew Ryan,0
Martin Ødegaard,0
Granit Xhaka,21
Mohamed Elneny,0
Reiss Nelson,0
Shkodran Mustafi,0
Alexandre Lacazette,11
Ainsley Maitland-Niles,0
David Luiz,0
Thomas Partey,18
Kieran Tierney,0
Dani Ceballos,16
Cédric Soares,0
Joe Willock,0
Matt Macey,0
Gabriel Martinelli,14
Bukayo Saka,12
Pablo Marí,13
Nicolas Pépé,19
Pierre-Emerick Aubameyang,0
Eddie Nketiah,1
Héctor Bellerín,0
Gabriel Magalhães,0
Sead Kolasinac,0
Miguel Azeez,0
Bernd Leno,9
Calum Chambers,52
Rob Holding,29
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
