,initial_possession
Jensen Weir,0
Ben White,30
Neal Maupay,0
Mathew Ryan,0
Alexis Mac Allister,17
Adam Lallana,6
Jayson Molumby,0
Christian Walton,0
Adam Webster,27
Solly March,0
Lewis Dunk,0
Reda Khadra,0
Aaron Connolly,0
Jason Steele,0
Bernardo,0
Steven Alzate,12
Davy Pröpper,0
Leandro Trossard,7
Percy Tau,0
Tom McGill,0
José Izquierdo,0
Pascal Groß,38
Teddy Jenks,0
Dan Burn,26
Alireza Jahanbakhsh,11
Michal Karbownik,0
Florin Andone,0
Jakub Moder,22
Danny Welbeck,2
Robert Sánchez,10
Max Sanders,0
Dale Stephens,0
Moisés Caicedo,0
Andi Zeqiri,2
Tariq Lamptey,0
Yves Bissouma,29
Joël Veltman,0
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
