,initial_possession
Adrián,0
Georginio Wijnaldum,10
Mohamed Salah,11
Leighton Clarkson,0
Alisson Becker,6
Caoimhín Kelleher,0
Liam Hughes,0
Fabinho,26
Takumi Minamino,0
Andy Robertson,28
Billy Koumetio,0
Joe Gomez,0
Ben Davies,0
Kostas Tsimikas,4
Curtis Jones,20
Joël Matip,0
Virgil van Dijk,0
Ben Woodburn,0
Xherdan Shaqiri,3
Ozan Kabak,0
Neco Williams,0
Roberto Firmino,31
Sadio Mané,15
Thiago Alcântara,22
Divock Origi,0
Rhys Williams,0
Naby Keïta,0
Nathaniel Phillips,0
Jordan Henderson,23
Trent Alexander-Arnold,41
Diogo Jota,0
Alex Oxlade-Chamberlain,0
Jake Cain,0
James Milner,8
Jakub Ojrzynski,0
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
